Radiology_REDUCED SERVICES,247
Radiology_P PELVIS (AP ONLY) PORT,275
Radiology_MR THORACIC SPINE W/O CONTRAST,336
Physician _micu attending family meeting note,1
Physician _ICU Attending Admission Note,12
"Radiology_INT.SHTH NOT/GUID,EP,NONLASER",117
Physician _Fellow and Attending Notes,3
Physician _Physician Residentand Attending  Progress Note,3
"Radiology_T ENDO, STENT GRAFT THORACIC ANYSM W/O SUBCLVN",5
Radiology_MR IAC W &W/O CONTRAST,28
Radiology_MRI CHEST/MEDIASTINUM W/O & W/CONTRAST,80
General_MICU Attending Progress Note,10
Radiology_CENTRAL NON-TUNNELED,25
Physician _Medical Student Progress Note CCU,4
Radiology_MRA CHEST W&W/O C,10
Nursing_acceptance note,1
Radiology_FACIAL BONE (WATERS & LAT),7
Physician _Resident / Attending Notes,138
Radiology_DUPLEX DOP ABD/PEL LIMITED,432
Radiology_MR HIP W/O CONRAST,12
Physician _Progress Note,22
Radiology_PERC TRANHEP PORTOGRAPHY WITH PRESSURES,13
Radiology_O SCOLIOSIS SERIES IN O.R.,3
Radiology_P TRAUMA #3 (PORT CHEST ONLY) PORT,23
"Radiology_P C-SPINE, TRAUMA PORT",17
Radiology_B KNEE (3 VIEWS) BILAT,25
Nursing_Nursiong Progress Note,3
Physician _Resident Admit Note / Attending Addendum,2
General_Resident progress note,5
Physician _Physician Fellow /  Attending Progress Note - MICU,5
Radiology_RP FEMORAL VASCULAR US RIGHT PORT,66
Radiology_L LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST LEFT,123
Nursing_Nursing 0130-0700,2
Radiology_COLON (DOUBLE CONTRAST BARIUM ENEMA),1
Radiology_LYMPHOSCINTIGRAPHY,29
Radiology_OR KNEE (3 VIEWS) IN O.R. RIGHT,1
Radiology_L MR UPPER XT-JT W/O CONTRAST LEFT,1
Radiology_CHEST (PORTABLE AP),165151
Physician _Resident / Attending Progress Note,1
Radiology_NEPHROSTOGRAM,4
General_Progress Note - Resident,4
Physician _MICU Fellow/Attending Progress Note,2
Physician _Physician Fellow Progress Note -attending addendum,1
Radiology_MR CARDIAC MORPHOLOGY W/O C,3
Radiology_OB TIB/FIB (AP & LAT) IN O.R. BILAT,4
Radiology_R KNEE( (SINGLE VIEW) RIGHT,10
Radiology_MRA KIDNEY W/O CONTRAST,10
Radiology_LP UNILAT LOWER EXT VEINS LEFT PORT,93
Physician _ICU intensivist note,4
"Radiology_C-SPINE, TRAUMA (WITH FLEX, EXT & OBLS)",1
Radiology_RO KNEE (2 VIEWS) RIGHT IN O.R.,6
"Radiology_CT ABD & PELVIS W & W/O CONTRAST, ADDL SECTIONS",169
Physician _Electrophysiology Consult,2
Radiology_OO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. IN O.R.,1
Radiology_UGI AIR W/O KUB,49
Radiology_MR CARDIAC MORPH/FX NO CONTRAST,13
Social Work_Social Work Note,7
Radiology_PARACENTESIS  INITAL PROC,7
Radiology_SPINAL CANAL CONTENTS US,4
Radiology_BABYGRAM CHEST & ABD (TOGETHER ONE FILM),497
Rehab Services_Rehab Services/PT contact note,1
Physician _Cardiology consultation,1
Radiology_THYROID ABLATION: GRAVES,7
Nursing_Nursing 0100-0700,1
Physician _Family Meeting Note,32
Case Management _Assessment and Discharge Plan Note,2
Physician _MICU staff family mtg note,2
Radiology_RP SHOULDER 1 VIEW RIGHT PORT,25
Radiology_CAUTERIZE GRANULATION TISSUE,4
"Radiology_BALLON ANGIOPLASTY, INTRACRANIAL, PERCUTANEOUS",3
"Radiology_RRO ELBOW, AP & LAT VIEWS RIGHT RIGHT IN O.R.",1
Radiology_P PLEURAL ASP BY RADIOLOGIST PORT,19
Radiology_R KNEE (MIN 4 VIEWS) RIGHT,15
Radiology_OP HIP 1 VIEW IN O.R. PORT,9
Radiology_CISTERNOGRAM,5
Case Management _Discharge Plan - Delay,1
Physician _Cardiology follow up,2
Radiology_PERC TRANS-JEJUNAL CATH BILIARY DRAIN,1
Radiology_L US GUID NEEDLE PLACEMENT-BX/ASP/INJ/LOC LEFT,4
Radiology_OR HIP 1 VIEW IN O.R. RIGHT,1
"Radiology_RO FOOT AP,LAT & OBL RIGHT IN O.R.",4
Radiology_EXTCHAG/INF STENT,1
Radiology_REDUCED CHARGE,8
General_MICU Resident Admission Note,8
Radiology_LOP TIB/FIB (AP & LAT) LEFT IN O.R. PORT,1
Radiology_OL KNEE( (SINGLE VIEW) IN O.R. LEFT,4
"Radiology_O MANDIBLE (PA, TOWNES & BOTH OBLS) IN O.R.",1
Radiology_REST MIBI,51
Radiology_MR L SPINE W/O CONTRAST,499
Respiratory _Resp. Therapy,1
Radiology_INJ MYELO SPINAL (NOT -),9
Physician _Nasogastric Tube Placement,1
"Radiology_L ARTHROGRAM,HIP LEFT",11
"Radiology_P NECK,SOFT TISSUE US PORT",28
Radiology_P GUIDANCE/LOCALIZATION FOR NEEDLE BIOPSY US (S&I) PORT,6
Radiology_O HIP 1 VIEW IN O.R.,117
Radiology_B UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST BILAT,1
Physician _MICU Attending Progress Note,91
Radiology_US SIMPLE/SING ABSC/CYST DRAIN/INCISION,31
Physician _MICU Resident progress note,2
Radiology_R STAND FEET (AP&LAT) NON-STAND OBL 3 VIEWS RIGHT,17
Radiology_L BX-NEEDLE KIDNEY BY NEPHROLOGIST LEFT,2
Nursing_Nursing Admission/Progress Note,1
General_Cardiology consult,2
Radiology_CHEST PORT. LINE PLACEMENT,20305
Radiology_HEAT DAMAGED RBC,3
Physician _nurisng,1
General_MICU attending pn,1
Physician _MICU RESIDENT RE-ADMIT NOTE,1
"Radiology_P THOR SP,SINGLE FILM PORT",4
Radiology_ED STROKE HEAD CT W/O CONTRAST,2
Physician _CVI - ICU note,2
Radiology_MR UROGRAM(MR ABD&PEL W&W/OC),29
Radiology_CT TRACHEA W&W/O C & 3D REND,14
Radiology_P SKELETAL SURVEY (INCLUD LONG BONES) PORT,18
"Radiology_MR ANGIOGRAM NECK, W/O & W/CONTRAST",2
General_CCU Admission Note,1
Physician _CCU fellow addendum,3
Radiology_MRA KIDNEY,4
Physician _Physician Fellow Progress Note -MICU attending not,1
Nursing_Nursing 19000 -2250,1
Radiology_P PROSTATE U.S. PORT,2
Radiology_RO HUMERUS (AP & LAT) RIGHT IN O.R.,9
"Radiology_CARDIAC STRUCTURE/MORPH, 3D, FUNCTION",25
Physician _Attending admit note,1
Radiology_NON-IONIC 150 CC,11
Radiology_L US MSK INJ SINGLE TEN/SHEATH/LIG LEFT,2
General_Telephone Communication,2
Radiology_PR BABYGRAM CHEST DECUB ONLY (71035) PORT RIGHT,5
Radiology_L EMERG. LOWER EXT VEINS LEFT,11
Radiology_OO CHEST FLUORO WITHOUT RADIOLOGIST IN O.R. IN O.R.,2
Radiology_R PLACT OF WIRE FOR LOC US RIGHT,1
Radiology_R MR SHOULDER W/ARTHROGRAM RIGHT,2
Radiology_ERCP BILIARY ONLY PORTABLY BY TECH,21
General_PGY-1 Progress Note,1
Radiology_R BREAST WIRE LOC US RIGHT,1
"Radiology_BO ANKLE (AP, MORTISE & LAT) BILAT IN O.R.",2
Physician _Physician Fellow/Attending Progress Note - MICU,512
Rehab Services_PMV and Swallowing Follow-Up,5
General_micu attending admission note,1
General_critical care staff PN,2
Physician _Pacemaker interrogation,1
Radiology_CT ABD&PELVIS W/O C COLON TECHNIQUE,32
Radiology_L ART DUP EXT UP UNI LMTD LEFT,13
Case Management _RNCM Initial Assessment,1
"Radiology_P TRAUMA SERIES (LAT C-SPINE, AP CXR, AP PELVIS PORT) PORT",35
Radiology_R 75756 INTERNAL MAMMARY ANGIOGRAM RIGHT,1
Physician _Physician Resident /Attending Admission Note - MIC,4
Radiology_P US HEMATOMA SUBCUT DRAIN INCISION PORT,2
"Radiology_P RIB BILAT, W/AP CHEST PORT",2
Physician _CCU Fellow Admit Addendum,4
Physician _Surgical Intensivist Note,5
Physician _Physician Residen/Attending Progress Note - MICU,1
Radiology_OPL FOREARM (AP & LAT) IN O.R. PORT LEFT,1
Radiology_CVL INJ/EVAL INCLUDES FLUORO/IMAGES/REPORT,50
Physician _Cardiology Fellow Admission Addendum,8
Physician _TRICU resident progress note,2
Radiology_L UNILAT POST PROCEDURE MAMMOGRAM LEFT,6
Rehab Services_Physical Therapy Re-Evaluation Note,27
Radiology_SPINE (BENDING VIEWS ONLY),1
Radiology_OL KNEE (PORTABLE) IN O.R. LEFT,2
Radiology_MR HEAD W/CNTRST&TUMOR VOLUMETRIC,283
Radiology_OO C-SPINE NON-TRAUMA 2-3 VIEWS IN O.R. IN O.R.,3
Physician _critical care attending,1
Physician _Thoracentesis discussion,2
Radiology_BABYGRAM SEPARATE CXR & ABD VIEWS 2 FILMS,13
Radiology_SCROTAL U.S.,245
Radiology_BABYGRAM (CHEST & ABDOMEN),228
"Radiology_MYELOGRAM 2 OR MORE REGIONS, S&I",5
Radiology_O C-SPINE SGL 1 VIEW IN O.R.,54
"Radiology_L MAMMARY DUCTOGRAM,SINGLE DUCT LEFT",2
Radiology_P ENTIRE SPINE (AP & LAT ONLY) PORT,3
Radiology_L NAVICULAR (SCAPHOID ONLY) 4 VIEWS LEFT,5
Radiology_L THYROID BIOPSY BY RADIOLOGIST LEFT,1
Radiology_THORACIC ANGIO,2
Physician _ICU Fellow Admission Note - MICU attending addendu,5
Radiology_O SACRUM IN O.R.,3
Case Management _Case Management Dicharge Plan,9
Radiology_MR SPINAL CANAL LIMITED W &W/O CONTRAST,12
Radiology_P PELVIS W/JUDET VIEWS (3V) PORT,2
Radiology_PP CHEST FLUORO WITHOUT RADIOLOGIST PORT PORT,7
General_Cardiology Consult Follow-up,6
Physician _Arterial Line Placement,1
Radiology_LP WRIST (AP & LAT) SOFT TISSUE LEFT PORT,2
Radiology_R KNEE STANDING 2 VIEWS RIGHT,6
Radiology_STERNO-CLAVICULAR JOINTS,2
Rehab Services_PT/Rehab,2
Radiology_CT ABSESSOGRAM,13
"Radiology_LO WRIST, AP & LAT VIEWS LEFT IN O.R.",7
Physician _EP Note,45
Radiology_P BABYGRAM CHEST & ABD (2 FILMS STANDARD) PORT,21
"Radiology_OPL HAND (AP, LAT & OBLIQUE) IN O.R. PORT LEFT",1
Radiology_FLUORO GUID NEEDLE PLCT SPINE/PARASPINOUS (KEEL),2
Physician _EP Device Interrogation,4
Radiology_L FOOT 1 VIEW LEFT,7
Radiology_UNILAT BREAST US,119
Radiology_CT THORACENTESIS W/TUBE PLACMENT,25
Radiology_INTRO CATH AORTA,2
"Radiology_REPLACE GJ TUBE, ALL INCL.",141
Rehab Services_Speech and Swallow Follow Up,3
Physician _critical care staff admission note,1
Physician _Resident / Attending Transfer Notes,1
Radiology_RO TIB/FIB (AP & LAT) RIGHT IN O.R.,33
Radiology_MR ABDOMEN W&W/O CONTRAST,208
Radiology_BILATERAL,8
Radiology_L GLENO-HUMERAL SHOULDER (W/O Y VIEW) LEFT,2
General_Discussion with family,1
Pharmacy_Gentamcin in HD,1
"Radiology_P SINUSES (WATERS, CALDWELL, LAT & BASE) PORT",1
Physician _EP consult,2
Radiology_R GUIDANCE FOR THORA/ABD/PARA CENTESIS US RIGHT,1
Radiology_P RETROPERITONEAL LIMITED US PORT,1
Radiology_OR CLAVICLE IN O.R. RIGHT,1
"Radiology_BO WRIST, AP & LAT VIEWS BILAT IN O.R.",2
Radiology_ILEOGRAPHY/LOOPOGRAM,4
Radiology_RENAL TRANSPLANT U.S.,582
Physician _admit/cpr note,1
"Radiology_INJ/EVAL ANY GI TUBE, ALL INCL.",22
Physician _Fellow Admit Addendum,14
Radiology_R 93990 AVF/DUPLEX HEMO/DIAL ACCESS RIGHT,4
Radiology_RP CHEST (LAT DECUB ONLY) RIGHT PORT,10
Rehab Services_PT Contact note,2
Radiology_CT BRAIN PERFUSION,110
Radiology_PELVIS (AP & LAT),21
Radiology_RP FOOT (AP & LAT) SOFT TISSUE RIGHT PORT,5
Radiology_SINUSES 1-2 VIEWS,2
General_EP fellow note,6
Radiology_ORO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. RIGHT IN O.R.,1
Radiology_RR KNEE (MIN 4 VIEWS) RIGHT RIGHT,1
Radiology_BILAT BREAST US,37
"Radiology_BX SUPERFISCAL CER,AXL OR ING",23
Physician _Physician Progress Note CCU,4
Radiology_RELATED PROCEDURE DURING POSTOPERATIVE PERIOD,135
Radiology_LO HAND FILM IN OR LEFT IN O.R.,1
Physician _Resident/Attending Admit Note,1
Radiology_CT RETROPERITONEAL DRAINAGE,55
General_MICU Fellow,4
Physician _Medical Student Progress Note - CCU,55
Radiology_P AP/PA SINGLE VIEW EXPIRATORY CHEST PORT,1
Radiology_ERCP BILIARY ONLY BY GI UNIT,193
Radiology_P US DRAIN PELV ABSCESS PORT,1
General_ICU Attending Event Note,3
General_Respiratory CAre,1
Radiology_MRI PELVIS W/CONTRAST,3
"Radiology_PL ELBOW, AP & LAT VIEWS PORT LEFT",3
Rehab Services_Attempted Swallowing Follow-Up,1
General_MICU Attending Arrest Notice,1
Physician _Resident / Attending Admission Note - MICU,1
Radiology_P HIP 1 VIEW PORT,36
Radiology_CATH/STENT FOR INT/EXT BILIARY DRAINAGE,36
Radiology_O SPINAL FLUORO IN O.R.,1
Radiology_PL UNILAT UP EXT VEINS US PORT LEFT,25
General_Intesivist Note Surgical Critical Care,1
Radiology_SKULL AP&LAT/C-SP/CXR/ABD SLG VIEWS ME SCREENING,1
Rehab Services_Deferred PMV Trial and Green-Dye Bedside Swallowin,1
Physician _Progress Note CCU,5
Physician _Physician Attending Progress Note,21023
Physician _MICU Resident Admission Note,43
Radiology_CHEST CTA WITH CONTRAST,188
General_Cards Fellow Admit Note addendum,1
Nursing_Nursing 0100 - 0700,5
Physician _CCU Post Cath Check,1
Radiology_PL LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST PORT LEFT,1
Physician _Procedure/Event Note,1
Radiology_MR C-SPINE SCAN WITH CONTRAST,82
Radiology_L-SPINE (WITH FLEX & EXT),10
Pharmacy_Generic Note,2
Radiology_P UNILAT BREAST US PORT,4
Physician _EP Consultation,1
Physician _Cardiology fellow CCU Admit note,1
"Radiology_PELVIS (AP, INLET & OUTLET)",131
Case Management _Discharge Pplanniing Update,1
Radiology_BAS/UGI W/KUB,52
"Nursing_Nursing ""B""",1
Rehab Services_Deferred Repeat Swallowing Evaluation,1
Radiology_CT NECK DRAINAGE,3
Physician _Admit Note,3
Radiology_MYELOGRAPHY LUMBAR 72265,3
General_Electrophysiology Note,1
Radiology_MANDIBLE SERIES INCLUD PANOREX,67
"Radiology_CHEST (CARDIAC PA,AP & LAT)",1
Radiology_T-SPINE,1250
Physician _ICU Fellow Transfer Accept Note - MICU attending a,1
"Radiology_FNA, ANY LOCATION",12
Radiology_R CT INJ/ASP MAJOR JOINT RIGHT,1
Radiology_CAROTID/CERVICAL/BILAT A-GRAM,1
Radiology_L US MSK WRIST LEFT,3
General_Physical Therapy Contact Note.,1
Radiology_EXTREM UNILAT VENOGRAPHY,18
Rehab Services_Attempted Repeat Bedside Swallow Evaluation,1
Physician _Physician Progress Note - CCU,4
"Radiology_OL HAND, AP & LAT. VIEWS IN O.R. LEFT",2
General_micu attending progress note,2
Physician _MICU Physician Progress Note,2
General_attending critical care note,1
Radiology_CENTRAL VENOUS LINE PLACEMENT,4
Radiology_REMOVE ENDOCAS VENA CAVA FILTER,5
Nursing_Nursing 1900-2217,1
Radiology_LP SCAPULA LEFT PORT,1
Radiology_PAROTID US,8
Radiology_LOOPOGRAM,2
Physician _CVL Insertion R-IJ,1
Physician _MS4 Admission Note,1
Physician _Physician Resident Admission/Progress Note - CCU,1
Physician _Physician Resident and Attg Admission Note - MICU,2
General_Procedure Note,8
Physician _Intensvist note,1
Radiology_R LEG ARTERIOGRAM IN OR RIGHT,2
"Radiology_LP TOE(S), 2+ VIEW LEFT PORT",1
Physician _Overnight Intensivist Admit,2
Case Management _Family Contact,2
Physician _EP Follow Up,4
Radiology_RO HIP NAILING IN OR W/FILMS & FLUORO RIGHT IN O.R.,1
Case Management _Discharge Note,3
"Radiology_LO ELBOW, AP & LAT VIEWS LEFT IN O.R.",7
General_Code Note,1
Radiology_O PELVIS (AP ONLY) IN O.R.,36
Radiology_PL ANKLE 1 VIEW PORT LEFT,1
General_Resident Progress Note - MICU,3
Physician _Resident progress Note,1
Physician _MICU Attending Progress NOte,1
Radiology_GUID WIRES INCL INF,203
Radiology_O T-SPINE IN O.R.,86
Radiology_BP CHEST (LAT DECUB ONLY) BILAT PORT,4
Physician _critical care progress note,2
Radiology_MRCP (MR ABD W&W/OC),452
Radiology_ABD (SINGLE VIEW ONLY),103
Nursing_Nursing 2300-0700,5
Radiology_O NECK SOFT TISSUES IN O.R.,2
"Radiology_BABYGRAM UPPER EXT,MIN 2 VIEWS",2
Radiology_MRV HEAD W/O CONTRAST,66
Radiology_B FOREARM (AP & LAT) SOFT TISSUE BILAT,1
Radiology_L STAND FEET (AP&LAT) NON-STAND OBL 3 VIEWS LEFT,27
"Radiology_R WRIST, AP & LAT VIEWS RIGHT",29
"Radiology_PP C-SPINE, TRAUMA PORT PORT",1
Case Management _Case Management Assessment & Preliminary Dishcarge,1
"Radiology_B WRIST, AP & LAT VIEWS BILAT",4
"Radiology_P SKULL (AP, TOWNES & LAT) TRAUMA PORT",24
"Radiology_B HAND (AP, LAT & OBLIQUE) BILAT",158
Physician _Physician Resident ACCEPT Note - FICU,1
Physician _MICU Attending Progress Note - Family Meeting,1
Radiology_P PARATHYROID U.S. PORT,1
Respiratory _Non standard trach tube;problem list item,1
Radiology_L MR THIGH W/CONTRAST LEFT,3
Radiology_EXERCISE MIBI 2-DAY,5
Radiology_PB FOOT 2 VIEWS PORT BILAT,2
General_Progress Note,2
Physician _MICU MS-IV/Attending Progress Note,1
Radiology_CT EMERGENCY HEAD W/O CONTRAST,147
Radiology_R SHOULDER 2-3 VIEWS NON TRAUMA RIGHT,240
Radiology_L FOREARM (AP & LAT) LEFT,207
"Radiology_OR FOOT AP,LAT & OBL IN O.R. RIGHT",2
Radiology_CYSTOGRAM,3
Pharmacy_Methadone,1
Radiology_BP AP WRIST & HAND BILAT PORT,3
Rehab Services_Green Dye Repeat Bedside Swallowing Evaluation,2
Radiology_P C-SPINE NON-TRAUMA 2-3 VIEWS PORT,39
"Radiology_P US LOWER EXTREMITY, SOFT TISSUE PORT",1
Radiology_PANCREAS US,51
General_CVI Note,1
Physician _ICU Physican Note,1
Radiology_SHOULDER ARTHROGRAM W MR,1
"Radiology_FACIAL BONE (CALDWELL, WATERS, LAT & BASE)",8
Radiology_CT PRECU R/F ABLATION RENAL,1
Radiology_O PORTABLE ABDOMEN IN O.R.,199
"Radiology_INT/SHTH,EP,FXD CURVE/PELL AWY",11
Radiology_MR L SPINE SCAN,258
"Radiology_MRI & MRA BRAIN, W/O CONTRAST",2
Radiology_L CT LOWER LIMB W/ CONTRAST LEFT,1
Physician _EP Follow-up,1
Radiology_B AP WRIST & HAND BILAT,8
Radiology_P ABDOMEN US (COMPLETE STUDY) PORT,3
Radiology_O TRAUMA #2 (AP CXR & PELVIS PORT) IN O.R.,1
Radiology_P ERCP BILIARY&PANCREAS BY GI UNIT PORT,4
Radiology_R MRA UPPER EXTREMITY RIGHT,7
Physician _Physician Resident /attending Admission Note - MIC,3
General_Cardiology Consult Note,4
Rehab Services_Voice Consult,1
Radiology_RO ANKLE (2 VIEWS) RIGHT IN O.R.,5
Case Management _Case Management Continued Stay Review,197
Radiology_TC WHITE BLOOD CELL STUDY,18
Radiology_L MR HIP W/O CONRAST LEFT,30
Radiology_MRA NECK W/O CONTRAST,40
Radiology_US PERC DRAIN PANCREATIC PSEUDOCYST,8
General_EP Consult,2
Radiology_LP AP WRIST & HAND LEFT PORT,4
Physician _EP note,50
Physician _Physician Resodent Admission Note - MICU,1
Case Management _Case Management Assessment & D/C Plan,1
Physician _Cardiology fellow note,16
Radiology_CT SINUS/MANDIBLE/MAXILLOFACIAL W/O CONTRAST,1460
Radiology_R CLIP PLACMENT FOLLOWING BREAST BX RIGHT,2
"Radiology_REPEAT, (REQUEST BY RADIOLOGIST)",93
Radiology_P STERNUM PORT,2
General_HCP discussion,1
"Radiology_B RIB UNILAT, W/ AP CHEST BILAT",1
Social Work_Inital,1
Physician _ICU Event Note - Line Removed,1
Rehab Services_Repeat Bedside swallowing Evaluation,1
"Radiology_RO ELBOW, AP & LAT VIEWS RIGHT IN O.R.",2
Radiology_PLEURAL ASPIRATION,1
Physician _CCU Event Note--Consent for Impella,1
Radiology_PL TIB/FIB (AP & LAT) PORT LEFT,1
Radiology_R ANKLE/FOOT (AP & LAT) SOFT TISSUE RIGHT,3
Radiology_GASTRIC EMPTYING STUDY,148
Radiology_R THY BX BY MCARDLE RIGHT,1
Radiology_T-M JOINTS BILATERAL,1
Radiology_PO PELVIS (AP ONLY) PORT IN O.R.,3
Radiology_CT HEAD W/ ANESTHESIA W/ CONTRAST,1
"Radiology_O CHOLANGIOGRAM,IN OR W FILMS IN O.R.",1
General_Bedside PEG insertion note,1
Rehab Services_Swallowing Follow-Up,65
Physician _Physician Resident Admission Note,10652
"Radiology_OPL ELBOW, AP & LAT VIEWS IN O.R. PORT LEFT",1
Radiology_BP FOOT 2 VIEWS BILAT PORT,4
Radiology_EMBO TRANSCRANIAL,243
Radiology_OLO FEMUR (AP & LAT) IN O.R. LEFT IN O.R.,2
Physician _MICU Resident Progress note,2
Radiology_PERC CHOLECCYSTOMY,7
Radiology_O LUMBO-SACRAL SPINE (AP & LAT) IN O.R.,12
Physician _ICU Fellow Progress Note - MICU attedning addendum,2
General_Respiratory Care Note,3
Radiology_FDG TUMOR IMAGING,7
Physician _Procedure Note- Bronchoscopy with BAL,1
Physician _MICU Resident Transfer Accept Note,2
Radiology_REINSERT TRANSHEPATIC T-TUBE,8
Physician _crit care staff progress note,2
Radiology_FOOT STANDING EXTRMEITY BILATERAL,27
Physician _ICU Progress Note,3
Physician _Physician Attending Admission Notel,1
Rehab Services_Attempted Bedside Swallow Evaluation,25
Radiology_P BAS/UGI AIR/SBFT PORT,1
Radiology_OL LOWER EXTREMITY FLUORO IN O.R. LEFT,1
Consult_Cardiologyl Consult Note,1
Radiology_BX LIVER,1
Radiology_MR SPINAL CANAL LIMITED,11
Physician _Physician Resident and Attg Progress Note - MICU,4
Radiology_R CT SHOULDER ARTHROGRAM RIGHT,2
Radiology_PR ABDOMEN (WITH LAT DECUB) PORT RIGHT,1
General_Cardiology follow-up attending note,1
Radiology_FEMUR (AP & LAT),1
Radiology_IMPLANT VEN PORT,27
Physician _Admission Note,14
Physician _Physician Fellow Progress Note-MICU attending adde,1
Radiology_P ABDOMINAL FLUORO PORT,1
Radiology_L MR SHOULDER W/CONTRAST LEFT,3
Radiology_O SKULL FLUORO IN O.R.,3
Radiology_INTRO NEEDL/CATH VEIN,22
Radiology_SPINAL FLUORO WITH RADIOLOGIST,7
Physician _CCU Fellow Admission Note,31
Radiology_LEVEEN SHUNT,1
Radiology_OP C-SPINE (PORTABLE) IN O.R. PORT,4
Radiology_ENDOVASC TEMPORY VESSEL OCCL,1
General_ICU Staff Addendum,1
Radiology_MR HEAD W/ CONTRAST,647
Nursing_dbaro,1
Physician _Procedure Note - Arterial Line Placement (left rad,2
Radiology_INITIAL 2ND ORDER,3
Radiology_SEL RENAL UNILAT VENOGRAPHY,1
Physician _FICU resident progress note,3
Radiology_C-SPINE NON-TRAUMA W/FLEX & EXT 4 VIEWS,236
Radiology_MR PITUITARY,1
Radiology_O L-SPINE (WITH OBLIQUE) IN O.R.,4
Radiology_CHEST (PA & LAT),43014
Radiology_PLP TIB/FIB (AP & LAT) PORT LEFT PORT,1
Case Management _Discharge Plan - Hospice,1
Respiratory _Respiratory Care Note,6
Case Management _Case Management,5
Radiology_B CLAVICLE BILAT,10
Rehab Services_Physical Therapy D/C Note,1
"Radiology_P LUMBAR SP,SINGLE FILM PORT",3
General_cardiology follow up,1
Radiology_LL UPPER EXTREM VEINS US LEFT LEFT,1
Radiology_P EMERGENCY ABDOMEN U.S. PORT,5
General_Temperature curve,2
Radiology_OR LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. RIGHT,66
Radiology_B MR LEG ANGIOGRAM BILAT,2
Physician _Physician Resident and  MICU attending --MICU prog,2
Radiology_MR PELVIS W/ CONTRAST,2
Radiology_SIJ ING-ARTHROGR/ANESTHETIC,1
Radiology_CTA ABD W&W/O C & RECONS,1485
Case Management _Case Management Discharge Planning Assessment,1
Physician _MICU Attending / Resident Progress Note,2
"Radiology_FOLLOW-UP,REQUEST BY RAD.",145
"Radiology_STENT NON-COR,TEMP W/O DEL SYS",2
Radiology_L UNILAT DIAGNOSTIC MAMMOGRAM LEFT,5
General_Addendum to Admission Note,1
Radiology_F/U STATUS INFUSION/EMBO,72
Radiology_CHEST PORTABLE LINE PLACMENT,1
General_CVL Procedure Note,1
Radiology_EMERGENCY ABDOMEN U.S.,3
Nursing_Cardiology Comprehensive Physician Note,2
Radiology_L MR SHOULDER W/O CONTRAST LEFT,97
General_critical care attending progress note,2
Radiology_SACRO-ILIAC JTS (AXIAL & BILAT OBLS),4
General_social work,1
Radiology_VIDEO OROPHARYNGEAL SWALLOW,2292
"Radiology_ROP ANKLE (AP, LAT & OBLIQUE) RIGHT IN O.R. PORT",1
Radiology_MR ORBIT W/O CONTRAST,3
"Radiology_CATH,HEM/PERTI DIALYSIS SHORT TERM",23
Radiology_MRI ABDOMEN W/O CONTRAST,197
Physician _ICU Attending Event Note,3
Radiology_O ABDOMINAL FLUORO IN O.R.,1
Radiology_OR FOOT 2 VIEWS IN O.R. RIGHT,3
Radiology_INTRO CATH RENAL PELVIS FOR DRAINAGE,139
Radiology_REVISION TRANSHEP TUBE IN OR NO TECH FEE,1
Physician _Cardiology Fellow Admission Note/ Addendum,22
"Radiology_L US UPPER EXTREMITY, SOFT TISSUE LEFT",1
Rehab Services_PMV and Green Dye Swallowing Evaluation,2
Radiology_THYROID UPTAKE,3
Case Management _Case Management Discharge Planning update,1
Radiology_MANDIBLE (PANOREX ONLY),50
Radiology_CARDIAC PERFUSION PERSAN 2-DAY,21
Rehab Services_Rehab Services/PT,1
Radiology_P UNILAT UP EXT VEINS US PORT,82
Radiology_R SHOULDER 1 VIEW RIGHT,39
Physician _Daily Progress Note,2
Physician _MICU attending event note/update,2
Radiology_OR UPPER EXTREMITY FLUORO IN O.R. RIGHT,1
Radiology_FLUOR GUID FOR SPINE INJ,6
Radiology_L SCAPULA LEFT,20
Radiology_DILATION NEPHROSTOMY/URETHERS/URETHRA,2
Radiology_EXERCISE MIBI,738
Pharmacy_Tobramycin,4
Radiology_THORACIC SINGLE VIEW IN OR,9
Radiology_P T-SPINE PORT,12
Physician _MICU staff progress note,4
Radiology_PERC TX EXTREMITY PSA,2
Radiology_MR PELVIS W/O CONTRAST,7
Physician _Cardiology fellow admission note,2
Nursing_Addendum to transfer Note,1
Radiology_P ABD SUPINE & LAT DECUB PORT,1
Radiology_VENOUS DUP UPPER EXT UNILATERAL,51
Radiology_INCOMPLETE/UNSCUCCESSFUL,12
Physician _EP follow up note,10
Physician _Medical Student/Attending Progress Note - MICU,2
Physician _MS4 Progress Note,7
Radiology_OPL FEMUR (AP & LAT) IN O.R. PORT LEFT,1
General_Case Management Initial Assessment,1
Radiology_OO SPINAL FLUORO WITHOUT RADIOLOGIST IN O.R. IN O.R.,1
Radiology_TRANSCATHETER BIOPSY,127
Physician _Tracheostomy Procedure Note,2
Radiology_T-L SPINE 3' FILM AP & LAT,23
Physician _critical care attending note,1
Physician _Micu staff progress note,2
